classification_id,user_name,user_id,user_ip,workflow_id,workflow_name,workflow_version,created_at,gold_standard,expert,metadata,annotations,subject_data,subject_ids
266647219,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-06 23:47:52 UTC,,,"{""source"":""api"",""session"":""32c04f67cbd1a49bb4b599ba84ddf1f256a7e65538e7e769aab2cc2735c1d16e"",""viewport"":{""width"":1658,""height"":1103},""started_at"":""2020-08-06T23:47:47.241Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-06T23:47:52.194Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":432,""naturalWidth"":576,""naturalHeight"":432}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-06T23:47:42.068Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48808765"":{""retired"":null,""ps1_id"":161310491644762973}}",48808765
266647235,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-06 23:47:55 UTC,,,"{""source"":""api"",""session"":""32c04f67cbd1a49bb4b599ba84ddf1f256a7e65538e7e769aab2cc2735c1d16e"",""viewport"":{""width"":1658,""height"":1103},""started_at"":""2020-08-06T23:47:53.177Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-06T23:47:55.473Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":432,""naturalWidth"":576,""naturalHeight"":432}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-06T23:47:42.068Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48808571"":{""retired"":null,""ps1_id"":163523203206822044}}",48808571
266659328,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,5.7,2020-08-07 00:59:53 UTC,,,"{""source"":""api"",""session"":""f19869eadb36ed18f90bc7afa27e886a0369d25f8f9b390b72cd3356e25c6856"",""viewport"":{""width"":1327,""height"":803},""started_at"":""2020-08-06T21:21:31.040Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T00:59:53.486Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":432,""naturalWidth"":576,""naturalHeight"":432}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-06T21:21:15.249Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48808434"":{""retired"":{""id"":68549671,""workflow_id"":15938,""classifications_count"":3,""created_at"":""2020-08-06T21:34:17.915Z"",""updated_at"":""2020-08-13T19:43:04.090Z"",""retired_at"":""2020-08-13T19:43:04.081Z"",""subject_id"":48808434,""retirement_reason"":""classification_count""},""ps1_id"":122482928841081291}}",48808434
266659530,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:00:54 UTC,,,"{""source"":""api"",""session"":""9a74e74229c53e2f361ae43a2f92d19177ded51df11ea74df1b8beaa05000e1a"",""viewport"":{""width"":1327,""height"":803},""started_at"":""2020-08-07T01:00:49.432Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:00:54.175Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:49.340Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48816640"":{""retired"":{""id"":68557023,""workflow_id"":15938,""classifications_count"":3,""created_at"":""2020-08-07T00:59:42.837Z"",""updated_at"":""2020-08-13T19:59:41.497Z"",""retired_at"":""2020-08-13T19:59:41.490Z"",""subject_id"":48816640,""retirement_reason"":""classification_count""},""ps1_id"":162440477498247960}}",48816640
266659572,galaxylight,968612,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:01:05 UTC,,,"{""source"":""api"",""session"":""8fda60b805b14b753a6a59cb2baa9af0d6e557e62dc6ea22b18cc00e19df446f"",""viewport"":{""width"":1440,""height"":789},""started_at"":""2020-08-07T01:00:55.185Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:01:05.725Z"",""live_project"":false,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:55.080Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48816871"":{""retired"":{""id"":68556934,""workflow_id"":15938,""classifications_count"":3,""created_at"":""2020-08-07T00:59:20.605Z"",""updated_at"":""2020-08-13T20:12:56.359Z"",""retired_at"":""2020-08-13T20:12:56.347Z"",""subject_id"":48816871,""retirement_reason"":""classification_count""},""ps1_id"":107652903300740161}}",48816871
266659647,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:01:29 UTC,,,"{""source"":""api"",""session"":""9a74e74229c53e2f361ae43a2f92d19177ded51df11ea74df1b8beaa05000e1a"",""viewport"":{""width"":1327,""height"":803},""started_at"":""2020-08-07T01:00:55.298Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:01:29.563Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:49.340Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48817408"":{""retired"":{""id"":68556979,""workflow_id"":15938,""classifications_count"":2,""created_at"":""2020-08-07T00:59:31.650Z"",""updated_at"":""2020-08-13T19:05:11.032Z"",""retired_at"":""2020-08-13T19:05:11.006Z"",""subject_id"":48817408,""retirement_reason"":""classification_count""},""ps1_id"":163240507373141282}}",48817408
266659654,galaxylight,968612,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:01:32 UTC,,,"{""source"":""api"",""session"":""8fda60b805b14b753a6a59cb2baa9af0d6e557e62dc6ea22b18cc00e19df446f"",""viewport"":{""width"":1440,""height"":789},""started_at"":""2020-08-07T01:01:12.937Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:01:32.329Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:55.080Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48817498"":{""retired"":{""id"":68557233,""workflow_id"":15938,""classifications_count"":2,""created_at"":""2020-08-07T01:00:59.761Z"",""updated_at"":""2020-08-13T19:59:41.221Z"",""retired_at"":""2020-08-13T19:59:41.213Z"",""subject_id"":48817498,""retirement_reason"":""classification_count""},""ps1_id"":130122885495696667}}",48817498
266660652,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:07:04 UTC,,,"{""source"":""api"",""session"":""9a74e74229c53e2f361ae43a2f92d19177ded51df11ea74df1b8beaa05000e1a"",""viewport"":{""width"":1327,""height"":803},""started_at"":""2020-08-07T01:01:30.738Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:07:03.601Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:49.340Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""Yes""},{""task"":""T1"",""task_label"":""It is well-sampled?"",""value"":""Yes""}]","{""48816564"":{""retired"":{""id"":68556855,""workflow_id"":15938,""classifications_count"":2,""created_at"":""2020-08-07T00:58:47.269Z"",""updated_at"":""2020-08-13T19:06:49.403Z"",""retired_at"":""2020-08-13T19:06:49.395Z"",""subject_id"":48816564,""retirement_reason"":""classification_count""},""ps1_id"":76202617291249567}}",48816564
266660669,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:07:11 UTC,,,"{""source"":""api"",""session"":""9a74e74229c53e2f361ae43a2f92d19177ded51df11ea74df1b8beaa05000e1a"",""viewport"":{""width"":1327,""height"":803},""started_at"":""2020-08-07T01:07:05.273Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:07:11.041Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:49.340Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48816860"":{""retired"":{""id"":68556202,""workflow_id"":15938,""classifications_count"":2,""created_at"":""2020-08-07T00:55:14.210Z"",""updated_at"":""2020-08-10T23:35:50.335Z"",""retired_at"":""2020-08-10T23:35:50.309Z"",""subject_id"":48816860,""retirement_reason"":""classification_count""},""ps1_id"":163180505560275578}}",48816860
266660685,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:07:18 UTC,,,"{""source"":""api"",""session"":""9a74e74229c53e2f361ae43a2f92d19177ded51df11ea74df1b8beaa05000e1a"",""viewport"":{""width"":1327,""height"":803},""started_at"":""2020-08-07T01:07:12.285Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:07:18.088Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:49.340Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48817061"":{""retired"":{""id"":68556499,""workflow_id"":15938,""classifications_count"":2,""created_at"":""2020-08-07T00:57:02.203Z"",""updated_at"":""2020-08-13T20:29:25.511Z"",""retired_at"":""2020-08-13T20:29:25.504Z"",""subject_id"":48817061,""retirement_reason"":""classification_count""},""ps1_id"":180620453074041741}}",48817061
266660707,ebellm,1649740,3c54eec8ba2e4f6ca4d5,15938,Scan Dippers,18.19,2020-08-07 01:07:28 UTC,,,"{""source"":""api"",""session"":""9a74e74229c53e2f361ae43a2f92d19177ded51df11ea74df1b8beaa05000e1a"",""viewport"":{""width"":1327,""height"":803},""started_at"":""2020-08-07T01:07:20.070Z"",""user_agent"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:78.0) Gecko/20100101 Firefox/78.0"",""utc_offset"":""25200"",""finished_at"":""2020-08-07T01:07:27.169Z"",""live_project"":true,""interventions"":{""opt_in"":true,""messageShown"":false},""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":576,""clientHeight"":648,""naturalWidth"":576,""naturalHeight"":648}],""subject_selection_state"":{""retired"":false,""selected_at"":""2020-08-07T01:00:49.340Z"",""already_seen"":false,""selection_state"":""normal"",""finished_workflow"":false,""user_has_finished_workflow"":false},""workflow_translation_id"":""36174""}","[{""task"":""T0"",""task_label"":""Does this look like a skewed dip?"",""value"":""No""}]","{""48817181"":{""retired"":{""id"":68556221,""workflow_id"":15938,""classifications_count"":2,""created_at"":""2020-08-07T00:55:14.346Z"",""updated_at"":""2020-08-10T23:29:37.516Z"",""retired_at"":""2020-08-10T23:29:37.497Z"",""subject_id"":48817181,""retirement_reason"":""classification_count""},""ps1_id"":133683130194926951}}",48817181
